"collection","period_label","year"
"Ellis K. Waterhouse notebooks and research files","Baroque","1801"
"Ellis K. Waterhouse notebooks and research files","Baroque","1802"
"Ellis K. Waterhouse notebooks and research files","Baroque","1803"
"Ellis K. Waterhouse notebooks and research files","Baroque","1804"
"Ellis K. Waterhouse notebooks and research files","Baroque","1805"
"Ellis K. Waterhouse notebooks and research files","Baroque","1806"
"Ellis K. Waterhouse notebooks and research files","Baroque","1807"
"Ellis K. Waterhouse notebooks and research files","Baroque","1808"
"Ellis K. Waterhouse notebooks and research files","Baroque","1809"
"Ellis K. Waterhouse notebooks and research files","Baroque","1810"
"Ellis K. Waterhouse notebooks and research files","Baroque","1811"
"Ellis K. Waterhouse notebooks and research files","Baroque","1812"
"Ellis K. Waterhouse notebooks and research files","Baroque","1813"
"Ellis K. Waterhouse notebooks and research files","Baroque","1814"
"Ellis K. Waterhouse notebooks and research files","Baroque","1815"
"Ellis K. Waterhouse notebooks and research files","Baroque","1816"
"Ellis K. Waterhouse notebooks and research files","Baroque","1817"
"Ellis K. Waterhouse notebooks and research files","Baroque","1818"
"Ellis K. Waterhouse notebooks and research files","Baroque","1819"
"Ellis K. Waterhouse notebooks and research files","Baroque","1820"
"Ellis K. Waterhouse notebooks and research files","Baroque","1821"
"Ellis K. Waterhouse notebooks and research files","Baroque","1822"
"Ellis K. Waterhouse notebooks and research files","Baroque","1823"
"Ellis K. Waterhouse notebooks and research files","Baroque","1824"
"Ellis K. Waterhouse notebooks and research files","Baroque","1825"
"Ellis K. Waterhouse notebooks and research files","Baroque","1826"
"Ellis K. Waterhouse notebooks and research files","Baroque","1827"
"Ellis K. Waterhouse notebooks and research files","Baroque","1828"
"Ellis K. Waterhouse notebooks and research files","Baroque","1829"
"Ellis K. Waterhouse notebooks and research files","Baroque","1830"
"Ellis K. Waterhouse notebooks and research files","Baroque","1831"
"Ellis K. Waterhouse notebooks and research files","Baroque","1832"
"Ellis K. Waterhouse notebooks and research files","Baroque","1833"
"Ellis K. Waterhouse notebooks and research files","Baroque","1834"
"Ellis K. Waterhouse notebooks and research files","Baroque","1835"
"Ellis K. Waterhouse notebooks and research files","Baroque","1836"
"Ellis K. Waterhouse notebooks and research files","Baroque","1837"
"Ellis K. Waterhouse notebooks and research files","Baroque","1838"
"Ellis K. Waterhouse notebooks and research files","Baroque","1839"
"Ellis K. Waterhouse notebooks and research files","Baroque","1840"
"Ellis K. Waterhouse notebooks and research files","Baroque","1841"
"Ellis K. Waterhouse notebooks and research files","Baroque","1842"
"Ellis K. Waterhouse notebooks and research files","Baroque","1843"
"Ellis K. Waterhouse notebooks and research files","Baroque","1844"
"Ellis K. Waterhouse notebooks and research files","Baroque","1845"
"Ellis K. Waterhouse notebooks and research files","Baroque","1846"
"Ellis K. Waterhouse notebooks and research files","Baroque","1847"
"Ellis K. Waterhouse notebooks and research files","Baroque","1848"
"Ellis K. Waterhouse notebooks and research files","Baroque","1849"
"Ellis K. Waterhouse notebooks and research files","Baroque","1850"
"Ellis K. Waterhouse notebooks and research files","Baroque","1851"
"Ellis K. Waterhouse notebooks and research files","Baroque","1852"
"Ellis K. Waterhouse notebooks and research files","Baroque","1853"
"Ellis K. Waterhouse notebooks and research files","Baroque","1854"
"Ellis K. Waterhouse notebooks and research files","Baroque","1855"
"Ellis K. Waterhouse notebooks and research files","Baroque","1856"
"Ellis K. Waterhouse notebooks and research files","Baroque","1857"
"Ellis K. Waterhouse notebooks and research files","Baroque","1858"
"Ellis K. Waterhouse notebooks and research files","Baroque","1859"
"Ellis K. Waterhouse notebooks and research files","Baroque","1860"
"Ellis K. Waterhouse notebooks and research files","Baroque","1861"
"Ellis K. Waterhouse notebooks and research files","Baroque","1862"
"Ellis K. Waterhouse notebooks and research files","Baroque","1863"
"Ellis K. Waterhouse notebooks and research files","Baroque","1864"
"Ellis K. Waterhouse notebooks and research files","Baroque","1865"
"Ellis K. Waterhouse notebooks and research files","Baroque","1866"
"Ellis K. Waterhouse notebooks and research files","Baroque","1867"
"Ellis K. Waterhouse notebooks and research files","Baroque","1868"
"Ellis K. Waterhouse notebooks and research files","Baroque","1869"
"Ellis K. Waterhouse notebooks and research files","Baroque","1870"
"Ellis K. Waterhouse notebooks and research files","Baroque","1871"
"Ellis K. Waterhouse notebooks and research files","Baroque","1872"
"Ellis K. Waterhouse notebooks and research files","Baroque","1873"
"Ellis K. Waterhouse notebooks and research files","Baroque","1874"
"Ellis K. Waterhouse notebooks and research files","Baroque","1875"
"Ellis K. Waterhouse notebooks and research files","Baroque","1876"
"Ellis K. Waterhouse notebooks and research files","Baroque","1877"
"Ellis K. Waterhouse notebooks and research files","Baroque","1878"
"Ellis K. Waterhouse notebooks and research files","Baroque","1879"
"Ellis K. Waterhouse notebooks and research files","Baroque","1880"
"Ellis K. Waterhouse notebooks and research files","Baroque","1881"
"Ellis K. Waterhouse notebooks and research files","Baroque","1882"
"Ellis K. Waterhouse notebooks and research files","Baroque","1883"
"Ellis K. Waterhouse notebooks and research files","Baroque","1884"
"Ellis K. Waterhouse notebooks and research files","Baroque","1885"
"Ellis K. Waterhouse notebooks and research files","Baroque","1886"
"Ellis K. Waterhouse notebooks and research files","Baroque","1887"
"Ellis K. Waterhouse notebooks and research files","Baroque","1888"
"Ellis K. Waterhouse notebooks and research files","Baroque","1889"
"Ellis K. Waterhouse notebooks and research files","Baroque","1890"
"Ellis K. Waterhouse notebooks and research files","Baroque","1891"
"Ellis K. Waterhouse notebooks and research files","Baroque","1892"
"Ellis K. Waterhouse notebooks and research files","Baroque","1893"
"Ellis K. Waterhouse notebooks and research files","Baroque","1894"
"Ellis K. Waterhouse notebooks and research files","Baroque","1895"
"Ellis K. Waterhouse notebooks and research files","Baroque","1896"
"Ellis K. Waterhouse notebooks and research files","Baroque","1897"
"Ellis K. Waterhouse notebooks and research files","Baroque","1898"
"Ellis K. Waterhouse notebooks and research files","Baroque","1899"
"Ellis K. Waterhouse notebooks and research files","Baroque","1900"
"Ellis K. Waterhouse notebooks and research files","Baroque","1901"
"Ellis K. Waterhouse notebooks and research files","Baroque","1902"
"Ellis K. Waterhouse notebooks and research files","Baroque","1903"
"Ellis K. Waterhouse notebooks and research files","Baroque","1904"
"Ellis K. Waterhouse notebooks and research files","Baroque","1905"
"Ellis K. Waterhouse notebooks and research files","Baroque","1906"
"Ellis K. Waterhouse notebooks and research files","Baroque","1907"
"Ellis K. Waterhouse notebooks and research files","Baroque","1908"
"Ellis K. Waterhouse notebooks and research files","Baroque","1909"
"Ellis K. Waterhouse notebooks and research files","Baroque","1910"
"Ellis K. Waterhouse notebooks and research files","Baroque","1911"
"Ellis K. Waterhouse notebooks and research files","Baroque","1912"
"Ellis K. Waterhouse notebooks and research files","Baroque","1913"
"Ellis K. Waterhouse notebooks and research files","Baroque","1914"
"Ellis K. Waterhouse notebooks and research files","Baroque","1915"
"Ellis K. Waterhouse notebooks and research files","Baroque","1916"
"Ellis K. Waterhouse notebooks and research files","Baroque","1917"
"Ellis K. Waterhouse notebooks and research files","Baroque","1918"
"Ellis K. Waterhouse notebooks and research files","Baroque","1919"
"Ellis K. Waterhouse notebooks and research files","Baroque","1920"
"Ellis K. Waterhouse notebooks and research files","Baroque","1921"
"Ellis K. Waterhouse notebooks and research files","Baroque","1922"
"Ellis K. Waterhouse notebooks and research files","Baroque","1923"
"Ellis K. Waterhouse notebooks and research files","Baroque","1924"
"Ellis K. Waterhouse notebooks and research files","Baroque","1925"
"Ellis K. Waterhouse notebooks and research files","Baroque","1926"
"Ellis K. Waterhouse notebooks and research files","Baroque","1927"
"Ellis K. Waterhouse notebooks and research files","Baroque","1928"
"Ellis K. Waterhouse notebooks and research files","Baroque","1929"
"Ellis K. Waterhouse notebooks and research files","Baroque","1930"
"Ellis K. Waterhouse notebooks and research files","Baroque","1931"
"Ellis K. Waterhouse notebooks and research files","Baroque","1932"
"Ellis K. Waterhouse notebooks and research files","Baroque","1933"
"Ellis K. Waterhouse notebooks and research files","Baroque","1934"
"Ellis K. Waterhouse notebooks and research files","Baroque","1935"
"Ellis K. Waterhouse notebooks and research files","Baroque","1936"
"Ellis K. Waterhouse notebooks and research files","Baroque","1937"
"Ellis K. Waterhouse notebooks and research files","Baroque","1938"
"Ellis K. Waterhouse notebooks and research files","Baroque","1939"
"Ellis K. Waterhouse notebooks and research files","Baroque","1940"
"Ellis K. Waterhouse notebooks and research files","Baroque","1941"
"Ellis K. Waterhouse notebooks and research files","Baroque","1942"
"Ellis K. Waterhouse notebooks and research files","Baroque","1943"
"Ellis K. Waterhouse notebooks and research files","Baroque","1944"
"Ellis K. Waterhouse notebooks and research files","Baroque","1945"
"Ellis K. Waterhouse notebooks and research files","Baroque","1946"
"Ellis K. Waterhouse notebooks and research files","Baroque","1947"
"Ellis K. Waterhouse notebooks and research files","Baroque","1948"
"Ellis K. Waterhouse notebooks and research files","Baroque","1949"
"Ellis K. Waterhouse notebooks and research files","Baroque","1950"
"Ellis K. Waterhouse notebooks and research files","Baroque","1951"
"Ellis K. Waterhouse notebooks and research files","Baroque","1952"
"Ellis K. Waterhouse notebooks and research files","Baroque","1953"
"Ellis K. Waterhouse notebooks and research files","Baroque","1954"
"Ellis K. Waterhouse notebooks and research files","Baroque","1955"
"Ellis K. Waterhouse notebooks and research files","Baroque","1956"
"Ellis K. Waterhouse notebooks and research files","Baroque","1957"
"Ellis K. Waterhouse notebooks and research files","Baroque","1958"
"Ellis K. Waterhouse notebooks and research files","Baroque","1959"
"Ellis K. Waterhouse notebooks and research files","Baroque","1960"
"Ellis K. Waterhouse notebooks and research files","Baroque","1961"
"Ellis K. Waterhouse notebooks and research files","Baroque","1962"
"Ellis K. Waterhouse notebooks and research files","Baroque","1963"
"Ellis K. Waterhouse notebooks and research files","Baroque","1964"
"Ellis K. Waterhouse notebooks and research files","Baroque","1965"
"Ellis K. Waterhouse notebooks and research files","Baroque","1966"
"Ellis K. Waterhouse notebooks and research files","Baroque","1967"
"Ellis K. Waterhouse notebooks and research files","Baroque","1968"
"Ellis K. Waterhouse notebooks and research files","Baroque","1969"
"Ellis K. Waterhouse notebooks and research files","Baroque","1970"
"Ellis K. Waterhouse notebooks and research files","Baroque","1971"
"Ellis K. Waterhouse notebooks and research files","Baroque","1972"
"Ellis K. Waterhouse notebooks and research files","Baroque","1973"
"Ellis K. Waterhouse notebooks and research files","Baroque","1974"
"Ellis K. Waterhouse notebooks and research files","Baroque","1975"
"Ellis K. Waterhouse notebooks and research files","Baroque","1976"
"Ellis K. Waterhouse notebooks and research files","Baroque","1977"
"Ellis K. Waterhouse notebooks and research files","Baroque","1978"
"Ellis K. Waterhouse notebooks and research files","Baroque","1979"
"Ellis K. Waterhouse notebooks and research files","Baroque","1980"
"Ellis K. Waterhouse notebooks and research files","Baroque","1981"
"Ellis K. Waterhouse notebooks and research files","Baroque","1982"
"Ellis K. Waterhouse notebooks and research files","Baroque","1983"
"Ellis K. Waterhouse notebooks and research files","Baroque","1984"
"Ellis K. Waterhouse notebooks and research files","Baroque","1985"
"Ellis K. Waterhouse notebooks and research files","Baroque","1986"
"Ellis K. Waterhouse notebooks and research files","Baroque","1987"
"Nachlass Richard Krautheimer","Baroque","1943"
"Nachlass Richard Krautheimer","Baroque","1944"
"Nachlass Richard Krautheimer","Baroque","1945"
"Nachlass Richard Krautheimer","Baroque","1946"
"Nachlass Richard Krautheimer","Baroque","1947"
"Nachlass Richard Krautheimer","Baroque","1948"
"Nachlass Richard Krautheimer","Baroque","1949"
"Nachlass Richard Krautheimer","Baroque","1950"
"Nachlass Richard Krautheimer","Baroque","1951"
"Nachlass Richard Krautheimer","Baroque","1952"
"Nachlass Richard Krautheimer","Baroque","1953"
"Nachlass Richard Krautheimer","Baroque","1954"
"Nachlass Richard Krautheimer","Baroque","1955"
"Nachlass Richard Krautheimer","Baroque","1956"
"Nachlass Richard Krautheimer","Baroque","1957"
"Nachlass Richard Krautheimer","Baroque","1958"
"Nachlass Richard Krautheimer","Baroque","1959"
"Nachlass Richard Krautheimer","Baroque","1960"
"Nachlass Richard Krautheimer","Baroque","1961"
"Nachlass Richard Krautheimer","Baroque","1962"
"Nachlass Richard Krautheimer","Baroque","1963"
"Nachlass Richard Krautheimer","Baroque","1964"
"Nachlass Richard Krautheimer","Baroque","1965"
"Nachlass Richard Krautheimer","Baroque","1966"
"Nachlass Richard Krautheimer","Baroque","1967"
"Nachlass Richard Krautheimer","Baroque","1968"
"Nachlass Richard Krautheimer","Baroque","1969"
"Nachlass Richard Krautheimer","Baroque","1970"
"Nachlass Richard Krautheimer","Baroque","1971"
"Nachlass Richard Krautheimer","Baroque","1972"
"Nachlass Richard Krautheimer","Baroque","1973"
"Nachlass Richard Krautheimer","Baroque","1974"
"Nachlass Richard Krautheimer","Baroque","1975"
"Nachlass Richard Krautheimer","Baroque","1976"
"Nachlass Richard Krautheimer","Baroque","1977"
"Nachlass Richard Krautheimer","Baroque","1978"
"Nachlass Richard Krautheimer","Baroque","1979"
"Nachlass Richard Krautheimer","Baroque","1980"
"Nachlass Richard Krautheimer","Baroque","1981"
"Nachlass Richard Krautheimer","Baroque","1982"
"Nachlass Richard Krautheimer","Baroque","1983"
"Nachlass Richard Krautheimer","Baroque","1984"
"Nachlass Richard Krautheimer","Baroque","1985"
"Nachlass Richard Krautheimer","Baroque","1986"
"Nachlass Richard Krautheimer","Baroque","1987"
"Nachlass Richard Krautheimer","Baroque","1988"
"Nachlass Richard Krautheimer","Baroque","1989"
"Nachlass Richard Krautheimer","Baroque","1990"
"Nachlass Richard Krautheimer","Baroque","1991"
"Nachlass Richard Krautheimer","Baroque","1992"
"Nachlass Richard Krautheimer","Baroque","1993"
"Nachlass Richard Krautheimer","Baroque","1994"
"Nachlass Richard Krautheimer","Baroque","1995"
"Nachlass Richard Krautheimer","Baroque","1996"
"Nachlass Richard Krautheimer","Baroque","1997"
"Nachlass Richard Krautheimer","Baroque","1998"
"Nachlass Richard Krautheimer","Baroque","1999"
"Nachlass Richard Krautheimer","Baroque","2000"
"Nachlass Richard Krautheimer","Baroque","2001"
"Nachlass Richard Krautheimer","Baroque","2002"
"Nachlass Richard Krautheimer","Baroque","2003"
"Fototeca Zeri","Baroque","1947"
"Fototeca Zeri","Baroque","1948"
"Fototeca Zeri","Baroque","1949"
"Fototeca Zeri","Baroque","1950"
"Fototeca Zeri","Baroque","1951"
"Fototeca Zeri","Baroque","1952"
"Fototeca Zeri","Baroque","1953"
"Fototeca Zeri","Baroque","1954"
"Fototeca Zeri","Baroque","1955"
"Fototeca Zeri","Baroque","1956"
"Fototeca Zeri","Baroque","1957"
"Fototeca Zeri","Baroque","1958"
"Fototeca Zeri","Baroque","1959"
"Fototeca Zeri","Baroque","1960"
"Fototeca Zeri","Baroque","1961"
"Fototeca Zeri","Baroque","1962"
"Fototeca Zeri","Baroque","1963"
"Fototeca Zeri","Baroque","1964"
"Fototeca Zeri","Baroque","1965"
"Fototeca Zeri","Baroque","1966"
"Fototeca Zeri","Baroque","1967"
"Fototeca Zeri","Baroque","1968"
"Fototeca Zeri","Baroque","1969"
"Fototeca Zeri","Baroque","1970"
"Fototeca Zeri","Baroque","1971"
"Fototeca Zeri","Baroque","1972"
"Fototeca Zeri","Baroque","1973"
"Fototeca Zeri","Baroque","1974"
"Fototeca Zeri","Baroque","1975"
"Fototeca Zeri","Baroque","1976"
"Fototeca Zeri","Baroque","1977"
"Fototeca Zeri","Baroque","1978"
"Fototeca Zeri","Baroque","1979"
"Fototeca Zeri","Baroque","1980"
"Fototeca Zeri","Baroque","1981"
"Fototeca Zeri","Baroque","1982"
"Fototeca Zeri","Baroque","1983"
"Fototeca Zeri","Baroque","1984"
"Fototeca Zeri","Baroque","1985"
"Fototeca Zeri","Baroque","1986"
"Fototeca Zeri","Baroque","1987"
"Fototeca Zeri","Baroque","1988"
"Fototeca Zeri","Baroque","1989"
"Fototeca Zeri","Baroque","1990"
"Fototeca Zeri","Baroque","1991"
"Fototeca Zeri","Baroque","1992"
"Fototeca Zeri","Baroque","1993"
"Fototeca Zeri","Baroque","1994"
"Fototeca Zeri","Baroque","1995"
"Fototeca Zeri","Baroque","1996"
"Fototeca Zeri","Baroque","1997"
"Fototeca Zeri","Baroque","1998"
"Fototeca Julian Kliemann","Baroque","1985"
"Fototeca Julian Kliemann","Baroque","1986"
"Fototeca Julian Kliemann","Baroque","1987"
"Fototeca Julian Kliemann","Baroque","1988"
"Fototeca Julian Kliemann","Baroque","1989"
"Fototeca Julian Kliemann","Baroque","1990"
"Fototeca Julian Kliemann","Baroque","1991"
"Fototeca Julian Kliemann","Baroque","1992"
"Fototeca Julian Kliemann","Baroque","1993"
"Fototeca Julian Kliemann","Baroque","1994"
"Fototeca Julian Kliemann","Baroque","1995"
"Fototeca Julian Kliemann","Baroque","1996"
"Fototeca Julian Kliemann","Baroque","1997"
"Fototeca Julian Kliemann","Baroque","1998"
"Fototeca Julian Kliemann","Baroque","1999"
"Fototeca Julian Kliemann","Baroque","2000"
"Fototeca Julian Kliemann","Baroque","2001"
"Fototeca Julian Kliemann","Baroque","2002"
"Fototeca Julian Kliemann","Baroque","2003"
"Fototeca Julian Kliemann","Baroque","2004"
"Fototeca Julian Kliemann","Baroque","2005"
"Fototeca Julian Kliemann","Baroque","2006"
"Fototeca Julian Kliemann","Baroque","2007"
"Fototeca Julian Kliemann","Baroque","2008"
"Fototeca Julian Kliemann","Baroque","2009"
"Fototeca Julian Kliemann","Baroque","2010"
"Fototeca Julian Kliemann","Baroque","2011"
"Fototeca Julian Kliemann","Baroque","2012"
"Fototeca Julian Kliemann","Baroque","2013"
"Fototeca Julian Kliemann","Baroque","2014"
"Fototeca Julian Kliemann","Baroque","2015"
"Nachlass Kurt Badt","Baroque","1937"
"Nachlass Kurt Badt","Baroque","1938"
"Nachlass Kurt Badt","Baroque","1939"
"Nachlass Kurt Badt","Baroque","1940"
"Nachlass Kurt Badt","Baroque","1941"
"Nachlass Kurt Badt","Baroque","1942"
"Nachlass Kurt Badt","Baroque","1943"
"Nachlass Kurt Badt","Baroque","1944"
"Nachlass Kurt Badt","Baroque","1945"
"Nachlass Kurt Badt","Baroque","1946"
"Nachlass Kurt Badt","Baroque","1947"
"Nachlass Kurt Badt","Baroque","1948"
"Nachlass Kurt Badt","Baroque","1949"
"Fototeca Stefano Tumidei","Baroque","1984"
"Fototeca Stefano Tumidei","Baroque","1985"
"Fototeca Stefano Tumidei","Baroque","1986"
"Fototeca Stefano Tumidei","Baroque","1987"
"Fototeca Stefano Tumidei","Baroque","1988"
"Fototeca Stefano Tumidei","Baroque","1989"
"Fototeca Stefano Tumidei","Baroque","1990"
"Fototeca Stefano Tumidei","Baroque","1991"
"Fototeca Stefano Tumidei","Baroque","1992"
"Fototeca Stefano Tumidei","Baroque","1993"
"Fototeca Stefano Tumidei","Baroque","1994"
"Fototeca Stefano Tumidei","Baroque","1995"
"Fototeca Stefano Tumidei","Baroque","1996"
"Fototeca Stefano Tumidei","Baroque","1997"
"Fototeca Stefano Tumidei","Baroque","1998"
"Fototeca Stefano Tumidei","Baroque","1999"
"Fototeca Stefano Tumidei","Baroque","2000"
"Fototeca Stefano Tumidei","Baroque","2001"
"Fototeca Stefano Tumidei","Baroque","2002"
"Fototeca Stefano Tumidei","Baroque","2003"
"Fototeca Stefano Tumidei","Baroque","2004"
"Fototeca Stefano Tumidei","Baroque","2005"
"Fototeca Stefano Tumidei","Baroque","2006"
"Fototeca Stefano Tumidei","Baroque","2007"
"Luigi Salerno research papers","Baroque","1948"
"Luigi Salerno research papers","Baroque","1949"
"Luigi Salerno research papers","Baroque","1950"
"Luigi Salerno research papers","Baroque","1951"
"Luigi Salerno research papers","Baroque","1952"
"Luigi Salerno research papers","Baroque","1953"
"Luigi Salerno research papers","Baroque","1954"
"Luigi Salerno research papers","Baroque","1955"
"Luigi Salerno research papers","Baroque","1956"
"Luigi Salerno research papers","Baroque","1957"
"Luigi Salerno research papers","Baroque","1958"
"Luigi Salerno research papers","Baroque","1959"
"Luigi Salerno research papers","Baroque","1960"
"Luigi Salerno research papers","Baroque","1961"
"Luigi Salerno research papers","Baroque","1962"
"Luigi Salerno research papers","Baroque","1963"
"Luigi Salerno research papers","Baroque","1964"
"Luigi Salerno research papers","Baroque","1965"
"Luigi Salerno research papers","Baroque","1966"
"Luigi Salerno research papers","Baroque","1967"
"Luigi Salerno research papers","Baroque","1968"
"Luigi Salerno research papers","Baroque","1969"
"Luigi Salerno research papers","Baroque","1970"
"Luigi Salerno research papers","Baroque","1971"
"Luigi Salerno research papers","Baroque","1972"
"Luigi Salerno research papers","Baroque","1973"
"Luigi Salerno research papers","Baroque","1974"
"Luigi Salerno research papers","Baroque","1975"
"Luigi Salerno research papers","Baroque","1976"
"Luigi Salerno research papers","Baroque","1977"
"Luigi Salerno research papers","Baroque","1978"
"Luigi Salerno research papers","Baroque","1979"
"Luigi Salerno research papers","Baroque","1980"
"Luigi Salerno research papers","Baroque","1981"
"Luigi Salerno research papers","Baroque","1982"
"Luigi Salerno research papers","Baroque","1983"
"Luigi Salerno research papers","Baroque","1984"
"Luigi Salerno research papers","Baroque","1985"
"Luigi Salerno research papers","Baroque","1986"
"Luigi Salerno research papers","Baroque","1987"
"Luigi Salerno research papers","Baroque","1988"
"Luigi Salerno research papers","Baroque","1989"
"Luigi Salerno research papers","Baroque","1990"
"Luigi Salerno research papers","Baroque","1991"
"Luigi Salerno research papers","Baroque","1992"
"Luigi Salerno research papers","Baroque","1993"
"Luigi Salerno research papers","Baroque","1994"
"Luigi Salerno research papers","Baroque","1995"
"Luigi Salerno research papers","Baroque","1996"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1931"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1932"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1933"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1934"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1935"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1936"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1937"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1938"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1939"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1940"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1941"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1942"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1943"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1944"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1945"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1946"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1947"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1948"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1949"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1950"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1951"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1952"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1953"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1954"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1955"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1956"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1957"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1958"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1959"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1960"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1961"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1962"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1963"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1964"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1965"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1966"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1967"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1968"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1969"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1970"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1971"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1972"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1973"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1974"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1975"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1976"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1977"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1978"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1979"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1980"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1981"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1982"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1983"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1984"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1985"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1986"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1987"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1988"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1989"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1990"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1991"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1992"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1993"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1994"
"Ernst Kitzinger papers, 1931-1995","early Christian art and architecture","1995"
"Nachlass Richard Krautheimer","early Christian art and architecture","1943"
"Nachlass Richard Krautheimer","early Christian art and architecture","1944"
"Nachlass Richard Krautheimer","early Christian art and architecture","1945"
"Nachlass Richard Krautheimer","early Christian art and architecture","1946"
"Nachlass Richard Krautheimer","early Christian art and architecture","1947"
"Nachlass Richard Krautheimer","early Christian art and architecture","1948"
"Nachlass Richard Krautheimer","early Christian art and architecture","1949"
"Nachlass Richard Krautheimer","early Christian art and architecture","1950"
"Nachlass Richard Krautheimer","early Christian art and architecture","1951"
"Nachlass Richard Krautheimer","early Christian art and architecture","1952"
"Nachlass Richard Krautheimer","early Christian art and architecture","1953"
"Nachlass Richard Krautheimer","early Christian art and architecture","1954"
"Nachlass Richard Krautheimer","early Christian art and architecture","1955"
"Nachlass Richard Krautheimer","early Christian art and architecture","1956"
"Nachlass Richard Krautheimer","early Christian art and architecture","1957"
"Nachlass Richard Krautheimer","early Christian art and architecture","1958"
"Nachlass Richard Krautheimer","early Christian art and architecture","1959"
"Nachlass Richard Krautheimer","early Christian art and architecture","1960"
"Nachlass Richard Krautheimer","early Christian art and architecture","1961"
"Nachlass Richard Krautheimer","early Christian art and architecture","1962"
"Nachlass Richard Krautheimer","early Christian art and architecture","1963"
"Nachlass Richard Krautheimer","early Christian art and architecture","1964"
"Nachlass Richard Krautheimer","early Christian art and architecture","1965"
"Nachlass Richard Krautheimer","early Christian art and architecture","1966"
"Nachlass Richard Krautheimer","early Christian art and architecture","1967"
"Nachlass Richard Krautheimer","early Christian art and architecture","1968"
"Nachlass Richard Krautheimer","early Christian art and architecture","1969"
